NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
BAAUTO,3086.70,3110.30,3120.00,3123.45,3076.20,3110.30,-23.60,-0.76,13240,15:08:09.000,3145.55,2400.00,2019-10-18 15:07:16,2019-10-18,15,07
BHARAS,6055.00,6053.45,6078.50,6144.15,6050.35,6053.45,1.55,+0.03,80,15:07:12.000,6539.00,3352.10,2019-10-18 15:07:16,2019-10-18,15,07
INDOIL,145.75,146.45,147.65,148.10,145.45,146.45,-0.70,-0.48,429862,15:08:14.000,170.40,116.10,2019-10-18 15:07:16,2019-10-18,15,07
COALIN,205.70,199.35,199.00,206.40,197.90,199.35,6.35,+3.19,397840,15:08:16.000,288.30,177.80,2019-10-18 15:07:16,2019-10-18,15,07
WIPRO,248.90,248.05,248.10,250.65,248.10,248.05,0.85,+0.34,137098,15:08:17.000,301.55,220.50,2019-10-18 15:07:16,2019-10-18,15,07
HERHON,2647.90,2628.60,2629.00,2661.65,2609.00,2628.60,19.30,+0.73,21951,15:08:18.000,3382.70,2228.25,2019-10-18 15:07:16,2019-10-18,15,07
BRIIND,3249.75,3245.20,3244.00,3257.00,3224.50,3245.20,4.55,+0.14,8746,15:08:19.000,3443.90,2302.00,2019-10-18 15:07:16,2019-10-18,15,07
UNIP,599.40,592.40,591.70,603.60,589.00,592.40,7.00,+1.18,216532,15:08:18.000,709.25,390.53,2019-10-18 15:07:16,2019-10-18,15,07
DRREDD,2728.60,2726.65,2722.50,2744.25,2711.00,2726.65,1.95,+0.07,3845,15:08:21.000,2965.20,2065.30,2019-10-18 15:07:16,2019-10-18,15,07
ADAPOR,421.50,408.95,410.00,423.75,408.45,408.95,12.55,+3.07,120987,15:08:23.000,430.00,293.95,2019-10-18 15:07:16,2019-10-18,15,07
GRASIM,746.30,724.75,724.75,746.30,718.00,724.75,21.55,+2.97,50830,15:08:23.000,958.55,635.60,2019-10-18 15:07:16,2019-10-18,15,07
VEDLIM,150.25,148.15,148.30,152.15,148.00,148.15,2.10,+1.42,723194,15:08:26.000,228.00,125.70,2019-10-18 15:07:16,2019-10-18,15,07
HINDAL,187.65,188.85,189.00,191.25,186.75,188.85,-1.20,-0.64,170918,15:08:28.000,246.00,171.25,2019-10-18 15:07:16,2019-10-18,15,07
TATSTE,360.00,355.65,355.65,362.60,351.80,355.65,4.35,+1.22,887978,15:08:30.000,610.00,320.30,2019-10-18 15:07:16,2019-10-18,15,07
EICMOT,20373.50,20518.00,20550.15,20668.60,20036.85,20518.00,-144.50,-0.70,13198,15:08:31.000,25300.00,15196.95,2019-10-18 15:07:16,2019-10-18,15,07
GAIL,129.60,128.70,128.90,130.30,127.85,128.70,0.90,+0.70,201187,15:08:32.000,190.98,119.65,2019-10-18 15:07:16,2019-10-18,15,07
JSWSTE,223.90,223.35,223.90,225.05,220.65,223.35,0.55,+0.25,353243,15:08:34.000,378.05,201.90,2019-10-18 15:07:16,2019-10-18,15,07
BHAINF,261.45,257.20,257.50,262.50,254.45,257.20,4.25,+1.65,31531,15:08:34.000,333.80,238.70,2019-10-18 15:07:16,2019-10-18,15,07
CIPLA,445.00,446.30,448.15,450.80,442.65,446.30,-1.30,-0.29,69545,15:08:37.000,646.25,389.55,2019-10-18 15:07:16,2019-10-18,15,07
TATMOT,137.45,138.15,140.00,141.80,135.55,138.15,-0.70,-0.51,3669759,15:08:39.000,239.30,106.00,2019-10-18 15:07:16,2019-10-18,15,07
ZEEENT,249.90,264.70,247.95,262.80,239.85,264.70,-14.80,-5.59,3124425,15:08:42.000,506.10,203.70,2019-10-18 15:07:16,2019-10-18,15,07
YESBAN,51.40,47.40,46.80,52.30,46.00,47.40,4.00,+8.44,27106585,15:08:43.000,285.90,29.05,2019-10-18 15:07:16,2019-10-18,15,07
BSESEN,39300.70,39052.06,39087.83,39361.06,38963.60,39052.06,248.64,+0.64,NA,15:08:45.443,NA,NA,2019-10-18 15:08:44,2019-10-18,15,08
HDFBAN,1227.15,1220.80,1222.30,1233.85,1220.75,1220.80,6.35,+0.52,179280,15:08:46.000,1285.00,942.20,2019-10-18 15:08:44,2019-10-18,15,08
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 15:08:44,2019-10-18,15,08
HDFC,2089.30,2088.20,2095.00,2095.00,2065.00,2088.20,1.10,+0.05,41143,15:08:50.000,2357.00,1646.00,2019-10-18 15:08:44,2019-10-18,15,08
INFTEC,768.00,769.10,766.65,773.60,760.10,769.10,-1.10,-0.14,256298,15:08:54.000,847.40,600.65,2019-10-18 15:08:44,2019-10-18,15,08
ICIBAN,438.05,440.55,438.40,443.55,435.35,440.55,-2.50,-0.57,475025,15:08:54.000,458.45,310.30,2019-10-18 15:08:44,2019-10-18,15,08
ITC,246.40,245.85,246.50,247.75,245.00,245.85,0.55,+0.22,361150,15:08:55.000,310.00,234.10,2019-10-18 15:08:44,2019-10-18,15,08
TCS,2055.60,2030.70,2038.00,2058.00,2025.10,2030.70,24.90,+1.23,74918,15:08:56.000,2296.00,1784.00,2019-10-18 15:08:44,2019-10-18,15,08
KOTMAH,1613.55,1603.95,1603.95,1614.05,1591.05,1603.95,9.60,+0.60,111584,15:08:57.000,1682.40,1099.00,2019-10-18 15:08:44,2019-10-18,15,08
LARTOU,1447.25,1424.25,1428.00,1456.50,1425.80,1424.25,23.00,+1.61,115969,15:08:59.000,1606.70,1183.40,2019-10-18 15:08:44,2019-10-18,15,08
HINLEV,2105.70,2103.60,2100.00,2115.85,2091.00,2103.60,2.10,+0.10,88733,15:09:02.000,2108.00,1522.00,2019-10-18 15:08:44,2019-10-18,15,08
AXIBAN,710.20,710.55,710.90,715.20,705.70,710.55,-0.35,-0.05,206948,15:09:04.000,826.55,534.15,2019-10-18 15:08:44,2019-10-18,15,08
STABAN,269.95,265.45,264.50,271.20,263.50,265.45,4.50,+1.70,1663795,15:09:05.000,373.70,244.35,2019-10-18 15:08:44,2019-10-18,15,08
BAJFI,4147.05,4105.20,4120.00,4200.00,4082.80,4105.20,41.85,+1.02,118839,15:09:07.000,4115.25,2000.80,2019-10-18 15:08:44,2019-10-18,15,08
MARUTI,7286.70,7123.10,7105.00,7286.70,7062.95,7123.10,163.60,+2.30,53045,15:09:08.000,7929.00,5447.00,2019-10-18 15:08:44,2019-10-18,15,08
INDBA,1346.90,1339.80,1338.00,1361.00,1317.50,1339.80,7.10,+0.53,179605,15:09:09.000,1835.00,1192.00,2019-10-18 15:08:44,2019-10-18,15,08
ASIPAI,1815.45,1812.95,1812.95,1823.85,1788.70,1812.95,2.50,+0.14,31799,15:09:09.000,1824.15,1119.60,2019-10-18 15:08:44,2019-10-18,15,08
BHAAIR,383.90,385.75,385.00,386.15,380.50,385.75,-1.85,-0.48,83548,15:09:11.000,396.55,264.41,2019-10-18 15:08:44,2019-10-18,15,08
HCLTEC,1096.00,1092.90,1103.00,1105.65,1088.25,1092.90,3.10,+0.28,20436,15:09:13.000,1190.00,920.15,2019-10-18 15:08:44,2019-10-18,15,08
TITIND,1299.00,1276.85,1287.70,1300.65,1274.40,1276.85,22.15,+1.73,31869,15:09:13.000,1345.55,766.65,2019-10-18 15:08:44,2019-10-18,15,08
MAHMAH,594.25,593.15,589.75,595.25,584.00,593.15,1.10,+0.19,81646,15:09:17.000,814.00,502.85,2019-10-18 15:08:44,2019-10-18,15,08
BAFINS,8288.90,8295.65,8362.00,8440.00,8263.20,8295.65,-6.75,-0.08,40277,15:09:18.000,8668.65,4960.00,2019-10-18 15:08:44,2019-10-18,15,08
NTPC,121.05,118.60,119.80,121.50,118.50,118.60,2.45,+2.07,223552,15:09:18.000,145.85,106.71,2019-10-18 15:08:44,2019-10-18,15,08
NESIND,14741.45,14512.75,14510.00,14777.00,14392.35,14512.75,228.70,+1.58,2636,15:09:19.000,14606.60,9205.00,2019-10-18 15:08:44,2019-10-18,15,08
POWGRI,202.40,197.70,197.00,203.00,197.00,197.70,4.70,+2.38,109531,15:09:20.000,216.20,173.05,2019-10-18 15:08:44,2019-10-18,15,08
ULTCEM,4310.00,4257.40,4260.00,4363.80,4256.90,4257.40,52.60,+1.24,31519,15:09:22.000,4903.90,3263.70,2019-10-18 15:08:44,2019-10-18,15,08
TECMAH,734.00,726.25,724.85,737.40,723.05,726.25,7.75,+1.07,45087,15:09:22.000,846.00,607.90,2019-10-18 15:08:44,2019-10-18,15,08
SUNPHA,402.20,401.40,401.60,406.40,397.80,401.40,0.80,+0.20,220586,15:09:25.000,616.50,350.40,2019-10-18 15:08:44,2019-10-18,15,08
ONGC,144.15,141.35,141.00,144.50,140.00,141.35,2.80,+1.98,272583,15:09:28.000,178.95,115.55,2019-10-18 15:08:44,2019-10-18,15,08
BAAUTO,3083.80,3110.30,3120.00,3123.45,3076.20,3110.30,-26.50,-0.85,13285,15:09:28.000,3145.55,2400.00,2019-10-18 15:08:44,2019-10-18,15,08
BHARAS,6055.00,6053.45,6078.50,6144.15,6050.35,6053.45,1.55,+0.03,80,15:07:12.000,6539.00,3352.10,2019-10-18 15:08:44,2019-10-18,15,08
INDOIL,145.70,146.45,147.65,148.10,145.45,146.45,-0.75,-0.51,430765,15:09:32.000,170.40,116.10,2019-10-18 15:08:44,2019-10-18,15,08
COALIN,205.75,199.35,199.00,206.40,197.90,199.35,6.40,+3.21,397905,15:09:34.000,288.30,177.80,2019-10-18 15:08:44,2019-10-18,15,08
WIPRO,248.90,248.05,248.10,250.65,248.10,248.05,0.85,+0.34,137517,15:09:35.000,301.55,220.50,2019-10-18 15:08:44,2019-10-18,15,08
HERHON,2646.15,2628.60,2629.00,2661.65,2609.00,2628.60,17.55,+0.67,21995,15:09:36.000,3382.70,2228.25,2019-10-18 15:08:44,2019-10-18,15,08
BRIIND,3252.00,3245.20,3244.00,3257.00,3224.50,3245.20,6.80,+0.21,8972,15:09:39.000,3443.90,2302.00,2019-10-18 15:08:44,2019-10-18,15,08
UNIP,599.50,592.40,591.70,603.60,589.00,592.40,7.10,+1.20,216623,15:09:42.000,709.25,390.53,2019-10-18 15:08:44,2019-10-18,15,08
DRREDD,2724.40,2726.65,2722.50,2744.25,2711.00,2726.65,-2.25,-0.08,3951,15:09:43.000,2965.20,2065.30,2019-10-18 15:08:44,2019-10-18,15,08
ADAPOR,421.55,408.95,410.00,423.75,408.45,408.95,12.60,+3.08,120988,15:09:44.000,430.00,293.95,2019-10-18 15:08:44,2019-10-18,15,08
GRASIM,745.65,724.75,724.75,746.30,718.00,724.75,20.90,+2.88,51167,15:09:45.000,958.55,635.60,2019-10-18 15:08:44,2019-10-18,15,08
VEDLIM,150.35,148.15,148.30,152.15,148.00,148.15,2.20,+1.48,723559,15:09:49.000,228.00,125.70,2019-10-18 15:08:44,2019-10-18,15,08
HINDAL,187.35,188.85,189.00,191.25,186.75,188.85,-1.50,-0.79,171368,15:09:49.000,246.00,171.25,2019-10-18 15:08:44,2019-10-18,15,08
TATSTE,360.40,355.65,355.65,362.60,351.80,355.65,4.75,+1.34,890964,15:09:51.000,610.00,320.30,2019-10-18 15:08:44,2019-10-18,15,08
EICMOT,20325.00,20518.00,20550.15,20668.60,20036.85,20518.00,-193.00,-0.94,13217,15:09:52.000,25300.00,15196.95,2019-10-18 15:08:44,2019-10-18,15,08
GAIL,129.90,128.70,128.90,130.30,127.85,128.70,1.20,+0.93,202863,15:09:53.000,190.98,119.65,2019-10-18 15:08:44,2019-10-18,15,08
JSWSTE,223.90,223.35,223.90,225.05,220.65,223.35,0.55,+0.25,354273,15:09:55.000,378.05,201.90,2019-10-18 15:08:44,2019-10-18,15,08
BHAINF,261.45,257.20,257.50,262.50,254.45,257.20,4.25,+1.65,31531,15:09:57.000,333.80,238.70,2019-10-18 15:08:44,2019-10-18,15,08
CIPLA,445.00,446.30,448.15,450.80,442.65,446.30,-1.30,-0.29,69718,15:09:59.000,646.25,389.55,2019-10-18 15:08:44,2019-10-18,15,08
TATMOT,137.15,138.15,140.00,141.80,135.55,138.15,-1.00,-0.72,3681933,15:10:00.000,239.30,106.00,2019-10-18 15:08:44,2019-10-18,15,08
ZEEENT,250.05,264.70,247.95,262.80,239.85,264.70,-14.65,-5.53,3131580,15:10:03.000,506.10,203.70,2019-10-18 15:08:44,2019-10-18,15,08
YESBAN,51.40,47.40,46.80,52.30,46.00,47.40,4.00,+8.44,27168073,15:10:05.000,285.90,29.05,2019-10-18 15:08:44,2019-10-18,15,08
BSESEN,39299.65,39052.06,39087.83,39361.06,38963.60,39052.06,247.59,+0.63,NA,15:10:06.570,NA,NA,2019-10-18 15:10:06,2019-10-18,15,10
HDFBAN,1228.50,1220.80,1222.30,1233.85,1220.75,1220.80,7.70,+0.63,181876,15:10:07.000,1285.00,942.20,2019-10-18 15:10:06,2019-10-18,15,10
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 15:10:06,2019-10-18,15,10
HDFC,2087.70,2088.20,2095.00,2095.00,2065.00,2088.20,-0.50,-0.02,41149,15:10:09.000,2357.00,1646.00,2019-10-18 15:10:06,2019-10-18,15,10
INFTEC,768.20,769.10,766.65,773.60,760.10,769.10,-0.90,-0.12,256910,15:10:12.000,847.40,600.65,2019-10-18 15:10:06,2019-10-18,15,10
ICIBAN,438.00,440.55,438.40,443.55,435.35,440.55,-2.55,-0.58,475935,15:10:14.000,458.45,310.30,2019-10-18 15:10:06,2019-10-18,15,10
ITC,246.50,245.85,246.50,247.75,245.00,245.85,0.65,+0.26,362667,15:10:16.000,310.00,234.10,2019-10-18 15:10:06,2019-10-18,15,10
TCS,2054.90,2030.70,2038.00,2058.00,2025.10,2030.70,24.20,+1.19,75166,15:10:19.000,2296.00,1784.00,2019-10-18 15:10:06,2019-10-18,15,10
KOTMAH,1614.10,1603.95,1603.95,1615.00,1591.05,1603.95,10.15,+0.63,111937,15:10:21.000,1682.40,1099.00,2019-10-18 15:10:06,2019-10-18,15,10
LARTOU,1447.15,1424.25,1428.00,1456.50,1425.80,1424.25,22.90,+1.61,116085,15:10:23.000,1606.70,1183.40,2019-10-18 15:10:06,2019-10-18,15,10
HINLEV,2106.65,2103.60,2100.00,2115.85,2091.00,2103.60,3.05,+0.14,89065,15:10:24.000,2108.00,1522.00,2019-10-18 15:10:06,2019-10-18,15,10
AXIBAN,709.30,710.55,710.90,715.20,705.70,710.55,-1.25,-0.18,212934,15:10:25.000,826.55,534.15,2019-10-18 15:10:06,2019-10-18,15,10
STABAN,269.90,265.45,264.50,271.20,263.50,265.45,4.45,+1.68,1671533,15:10:26.000,373.70,244.35,2019-10-18 15:10:06,2019-10-18,15,10
BAJFI,4142.05,4105.20,4120.00,4200.00,4082.80,4105.20,36.85,+0.90,119010,15:10:28.000,4115.25,2000.80,2019-10-18 15:10:06,2019-10-18,15,10
MARUTI,7292.00,7123.10,7105.00,7292.00,7062.95,7123.10,168.90,+2.37,53283,15:10:28.000,7929.00,5447.00,2019-10-18 15:10:06,2019-10-18,15,10
INDBA,1347.00,1339.80,1338.00,1361.00,1317.50,1339.80,7.20,+0.54,179623,15:10:29.000,1835.00,1192.00,2019-10-18 15:10:06,2019-10-18,15,10
ASIPAI,1815.00,1812.95,1812.95,1823.85,1788.70,1812.95,2.05,+0.11,31816,15:10:28.000,1824.15,1119.60,2019-10-18 15:10:06,2019-10-18,15,10
BHAAIR,383.85,385.75,385.00,386.15,380.50,385.75,-1.90,-0.49,84108,15:10:31.000,396.55,264.41,2019-10-18 15:10:06,2019-10-18,15,10
HCLTEC,1095.95,1092.90,1103.00,1105.65,1088.25,1092.90,3.05,+0.28,20699,15:10:33.000,1190.00,920.15,2019-10-18 15:10:06,2019-10-18,15,10
TITIND,1299.20,1276.85,1287.70,1300.65,1274.40,1276.85,22.35,+1.75,31974,15:10:36.000,1345.55,766.65,2019-10-18 15:10:06,2019-10-18,15,10
MAHMAH,593.95,593.15,589.75,595.25,584.00,593.15,0.80,+0.13,81976,15:10:37.000,814.00,502.85,2019-10-18 15:10:06,2019-10-18,15,10
BAFINS,8286.25,8295.65,8362.00,8440.00,8263.20,8295.65,-9.40,-0.11,40287,15:10:38.000,8668.65,4960.00,2019-10-18 15:10:06,2019-10-18,15,10
NTPC,121.10,118.60,119.80,121.50,118.50,118.60,2.50,+2.11,223923,15:10:39.000,145.85,106.71,2019-10-18 15:10:06,2019-10-18,15,10
NESIND,14753.10,14512.75,14510.00,14777.00,14392.35,14512.75,240.35,+1.66,2639,15:10:40.000,14606.60,9205.00,2019-10-18 15:10:06,2019-10-18,15,10
POWGRI,202.70,197.70,197.00,203.00,197.00,197.70,5.00,+2.53,110483,15:10:41.000,216.20,173.05,2019-10-18 15:10:06,2019-10-18,15,10
ULTCEM,4308.10,4257.40,4260.00,4363.80,4256.90,4257.40,50.70,+1.19,31530,15:10:43.000,4903.90,3263.70,2019-10-18 15:10:06,2019-10-18,15,10
TECMAH,734.50,726.25,724.85,737.40,723.05,726.25,8.25,+1.14,45575,15:10:43.000,846.00,607.90,2019-10-18 15:10:06,2019-10-18,15,10
SUNPHA,402.25,401.40,401.60,406.40,397.80,401.40,0.85,+0.21,220604,15:10:44.000,616.50,350.40,2019-10-18 15:10:06,2019-10-18,15,10
ONGC,144.30,141.35,141.00,144.50,140.00,141.35,2.95,+2.09,273318,15:10:48.000,178.95,115.55,2019-10-18 15:10:06,2019-10-18,15,10
BAAUTO,3086.00,3110.30,3120.00,3123.45,3076.20,3110.30,-24.30,-0.78,13346,15:10:49.000,3145.55,2400.00,2019-10-18 15:10:06,2019-10-18,15,10
BHARAS,6055.00,6053.45,6078.50,6144.15,6050.35,6053.45,1.55,+0.03,80,15:10:50.000,6539.00,3352.10,2019-10-18 15:10:06,2019-10-18,15,10
INDOIL,145.55,146.45,147.65,148.10,145.45,146.45,-0.90,-0.61,438499,15:10:54.000,170.40,116.10,2019-10-18 15:10:06,2019-10-18,15,10
COALIN,205.75,199.35,199.00,206.40,197.90,199.35,6.40,+3.21,399180,15:10:56.000,288.30,177.80,2019-10-18 15:10:06,2019-10-18,15,10
WIPRO,248.95,248.05,248.10,250.65,248.10,248.05,0.90,+0.36,138226,15:10:57.000,301.55,220.50,2019-10-18 15:10:06,2019-10-18,15,10
HERHON,2648.25,2628.60,2629.00,2661.65,2609.00,2628.60,19.65,+0.75,22038,15:10:58.000,3382.70,2228.25,2019-10-18 15:10:06,2019-10-18,15,10
BRIIND,3252.00,3245.20,3244.00,3257.00,3224.50,3245.20,6.80,+0.21,8973,15:10:59.000,3443.90,2302.00,2019-10-18 15:10:06,2019-10-18,15,10
UNIP,599.40,592.40,591.70,603.60,589.00,592.40,7.00,+1.18,217161,15:11:00.000,709.25,390.53,2019-10-18 15:10:06,2019-10-18,15,10
DRREDD,2724.60,2726.65,2722.50,2744.25,2711.00,2726.65,-2.05,-0.08,3953,15:11:01.000,2965.20,2065.30,2019-10-18 15:10:06,2019-10-18,15,10
ADAPOR,421.20,408.95,410.00,423.75,408.45,408.95,12.25,+3.00,121576,15:11:02.000,430.00,293.95,2019-10-18 15:10:06,2019-10-18,15,10
GRASIM,745.55,724.75,724.75,746.30,718.00,724.75,20.80,+2.87,51571,15:11:05.000,958.55,635.60,2019-10-18 15:10:06,2019-10-18,15,10
VEDLIM,150.35,148.15,148.30,152.15,148.00,148.15,2.20,+1.48,728624,15:11:08.000,228.00,125.70,2019-10-18 15:10:06,2019-10-18,15,10
HINDAL,187.50,188.85,189.00,191.25,186.75,188.85,-1.35,-0.71,171618,15:11:09.000,246.00,171.25,2019-10-18 15:10:06,2019-10-18,15,10
TATSTE,359.70,355.65,355.65,362.60,351.80,355.65,4.05,+1.14,893061,15:11:10.000,610.00,320.30,2019-10-18 15:10:06,2019-10-18,15,10
EICMOT,20327.85,20518.00,20550.15,20668.60,20036.85,20518.00,-190.15,-0.93,13226,15:11:11.000,25300.00,15196.95,2019-10-18 15:10:06,2019-10-18,15,10
GAIL,129.95,128.70,128.90,130.30,127.85,128.70,1.25,+0.97,205591,15:11:13.000,190.98,119.65,2019-10-18 15:10:06,2019-10-18,15,10
JSWSTE,223.25,223.35,223.90,225.05,220.65,223.35,-0.10,-0.04,359050,15:11:16.000,378.05,201.90,2019-10-18 15:10:06,2019-10-18,15,10
BHAINF,261.05,257.20,257.50,262.50,254.45,257.20,3.85,+1.50,31548,15:11:18.000,333.80,238.70,2019-10-18 15:10:06,2019-10-18,15,10
CIPLA,445.00,446.30,448.15,450.80,442.65,446.30,-1.30,-0.29,70028,15:11:19.000,646.25,389.55,2019-10-18 15:10:06,2019-10-18,15,10
TATMOT,137.00,138.15,140.00,141.80,135.55,138.15,-1.15,-0.83,3683450,15:11:20.000,239.30,106.00,2019-10-18 15:10:06,2019-10-18,15,10
ZEEENT,250.00,264.70,247.95,262.80,239.85,264.70,-14.70,-5.55,3140021,15:11:22.000,506.10,203.70,2019-10-18 15:10:06,2019-10-18,15,10
YESBAN,51.35,47.40,46.80,52.30,46.00,47.40,3.95,+8.33,27260377,15:11:24.000,285.90,29.05,2019-10-18 15:10:06,2019-10-18,15,10
BSESEN,39302.28,39052.06,39087.83,39361.06,38963.60,39052.06,250.22,+0.64,NA,15:11:25.687,NA,NA,2019-10-18 15:11:24,2019-10-18,15,11
HDFBAN,1228.55,1220.80,1222.30,1233.85,1220.75,1220.80,7.75,+0.63,183125,15:11:27.000,1285.00,942.20,2019-10-18 15:11:24,2019-10-18,15,11
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 15:11:24,2019-10-18,15,11
HDFC,2088.90,2088.20,2095.00,2095.00,2065.00,2088.20,0.70,+0.03,41389,15:11:33.000,2357.00,1646.00,2019-10-18 15:11:24,2019-10-18,15,11
INFTEC,767.70,769.10,766.65,773.60,760.10,769.10,-1.40,-0.18,259038,15:11:35.000,847.40,600.65,2019-10-18 15:11:24,2019-10-18,15,11
ICIBAN,437.60,440.55,438.40,443.55,435.35,440.55,-2.95,-0.67,477203,15:11:38.000,458.45,310.30,2019-10-18 15:11:24,2019-10-18,15,11
ITC,246.40,245.85,246.50,247.75,245.00,245.85,0.55,+0.22,363590,15:11:39.000,310.00,234.10,2019-10-18 15:11:24,2019-10-18,15,11
TCS,2056.20,2030.70,2038.00,2058.00,2025.10,2030.70,25.50,+1.26,75822,15:11:39.000,2296.00,1784.00,2019-10-18 15:11:24,2019-10-18,15,11
KOTMAH,1615.55,1603.95,1603.95,1616.00,1591.05,1603.95,11.60,+0.72,112598,15:11:42.000,1682.40,1099.00,2019-10-18 15:11:24,2019-10-18,15,11
LARTOU,1447.00,1424.25,1428.00,1456.50,1425.80,1424.25,22.75,+1.60,116601,15:11:44.000,1606.70,1183.40,2019-10-18 15:11:24,2019-10-18,15,11
HINLEV,2106.00,2103.60,2100.00,2115.85,2091.00,2103.60,2.40,+0.11,92671,15:11:45.000,2108.00,1522.00,2019-10-18 15:11:24,2019-10-18,15,11
AXIBAN,708.95,710.55,710.90,715.20,705.70,710.55,-1.60,-0.23,213278,15:11:47.000,826.55,534.15,2019-10-18 15:11:24,2019-10-18,15,11
STABAN,269.70,265.45,264.50,271.20,263.50,265.45,4.25,+1.60,1675614,15:11:48.000,373.70,244.35,2019-10-18 15:11:24,2019-10-18,15,11
BAJFI,4139.85,4105.20,4120.00,4200.00,4082.80,4105.20,34.65,+0.84,119059,15:11:49.000,4115.25,2000.80,2019-10-18 15:11:24,2019-10-18,15,11
MARUTI,7294.40,7123.10,7105.00,7299.00,7062.95,7123.10,171.30,+2.40,53619,15:11:52.000,7929.00,5447.00,2019-10-18 15:11:24,2019-10-18,15,11
INDBA,1341.90,1339.80,1338.00,1361.00,1317.50,1339.80,2.10,+0.16,181548,15:11:53.000,1835.00,1192.00,2019-10-18 15:11:24,2019-10-18,15,11
ASIPAI,1814.50,1812.95,1812.95,1823.85,1788.70,1812.95,1.55,+0.09,32669,15:11:55.000,1824.15,1119.60,2019-10-18 15:11:24,2019-10-18,15,11
BHAAIR,383.85,385.75,385.00,386.15,380.50,385.75,-1.90,-0.49,84108,15:11:57.000,396.55,264.41,2019-10-18 15:11:24,2019-10-18,15,11
HCLTEC,1095.30,1092.90,1103.00,1105.65,1088.25,1092.90,2.40,+0.22,20743,15:11:59.000,1190.00,920.15,2019-10-18 15:11:24,2019-10-18,15,11
TITIND,1298.70,1276.85,1287.70,1300.65,1274.40,1276.85,21.85,+1.71,32360,15:12:00.000,1345.55,766.65,2019-10-18 15:11:24,2019-10-18,15,11
MAHMAH,593.00,593.15,589.75,595.25,584.00,593.15,-0.15,-0.03,82293,15:12:03.000,814.00,502.85,2019-10-18 15:11:24,2019-10-18,15,11
BAFINS,8254.90,8295.65,8362.00,8440.00,8251.00,8295.65,-40.75,-0.49,40439,15:12:03.000,8668.65,4960.00,2019-10-18 15:11:24,2019-10-18,15,11
NTPC,121.05,118.60,119.80,121.50,118.50,118.60,2.45,+2.07,226134,15:12:06.000,145.85,106.71,2019-10-18 15:11:24,2019-10-18,15,11
NESIND,14779.00,14512.75,14510.00,14779.00,14392.35,14512.75,266.25,+1.83,2706,15:12:06.000,14606.60,9205.00,2019-10-18 15:11:24,2019-10-18,15,11
POWGRI,202.55,197.70,197.00,203.00,197.00,197.70,4.85,+2.45,110919,15:12:09.000,216.20,173.05,2019-10-18 15:11:24,2019-10-18,15,11
ULTCEM,4300.40,4257.40,4260.00,4363.80,4256.90,4257.40,43.00,+1.01,31649,15:12:11.000,4903.90,3263.70,2019-10-18 15:11:24,2019-10-18,15,11
TECMAH,734.60,726.25,724.85,737.40,723.05,726.25,8.35,+1.15,46462,15:12:13.000,846.00,607.90,2019-10-18 15:11:24,2019-10-18,15,11
SUNPHA,402.05,401.40,401.60,406.40,397.80,401.40,0.65,+0.16,222639,15:12:15.000,616.50,350.40,2019-10-18 15:11:24,2019-10-18,15,11
ONGC,143.60,141.35,141.00,144.50,140.00,141.35,2.25,+1.59,277443,15:12:16.000,178.95,115.55,2019-10-18 15:11:24,2019-10-18,15,11
BAAUTO,3082.50,3110.30,3120.00,3123.45,3076.20,3110.30,-27.80,-0.89,13366,15:12:18.000,3145.55,2400.00,2019-10-18 15:11:24,2019-10-18,15,11
BHARAS,6055.00,6053.45,6078.50,6144.15,6050.35,6053.45,1.55,+0.03,80,15:12:15.000,6539.00,3352.10,2019-10-18 15:11:24,2019-10-18,15,11
INDOIL,145.30,146.45,147.65,148.10,145.20,146.45,-1.15,-0.79,441690,15:12:23.000,170.40,116.10,2019-10-18 15:11:24,2019-10-18,15,11
COALIN,205.60,199.35,199.00,206.40,197.90,199.35,6.25,+3.14,402094,15:12:24.000,288.30,177.80,2019-10-18 15:11:24,2019-10-18,15,11
WIPRO,248.80,248.05,248.10,250.65,248.10,248.05,0.75,+0.30,138867,15:12:25.000,301.55,220.50,2019-10-18 15:11:24,2019-10-18,15,11
HERHON,2646.60,2628.60,2629.00,2661.65,2609.00,2628.60,18.00,+0.68,22188,15:12:27.000,3382.70,2228.25,2019-10-18 15:11:24,2019-10-18,15,11
BRIIND,3252.00,3245.20,3244.00,3257.00,3224.50,3245.20,6.80,+0.21,9336,15:12:27.000,3443.90,2302.00,2019-10-18 15:11:24,2019-10-18,15,11
UNIP,599.80,592.40,591.70,603.60,589.00,592.40,7.40,+1.25,218916,15:12:28.000,709.25,390.53,2019-10-18 15:11:24,2019-10-18,15,11
DRREDD,2724.25,2726.65,2722.50,2744.25,2711.00,2726.65,-2.40,-0.09,3979,15:12:31.000,2965.20,2065.30,2019-10-18 15:11:24,2019-10-18,15,11
