NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
ADAPOR,421.30,408.95,410.00,423.75,408.45,408.95,12.35,+3.02,123658,15:12:33.000,430.00,293.95,2019-10-18 15:11:24,2019-10-18,15,11
GRASIM,746.20,724.75,724.75,746.30,718.00,724.75,21.45,+2.96,51890,15:12:35.000,958.55,635.60,2019-10-18 15:11:24,2019-10-18,15,11
VEDLIM,149.90,148.15,148.30,152.15,148.00,148.15,1.75,+1.18,733057,15:12:36.000,228.00,125.70,2019-10-18 15:11:24,2019-10-18,15,11
HINDAL,187.05,188.85,189.00,191.25,186.75,188.85,-1.80,-0.95,173273,15:12:37.000,246.00,171.25,2019-10-18 15:11:24,2019-10-18,15,11
TATSTE,359.40,355.65,355.65,362.60,351.80,355.65,3.75,+1.05,897175,15:12:38.000,610.00,320.30,2019-10-18 15:11:24,2019-10-18,15,11
EICMOT,20235.00,20518.00,20550.15,20668.60,20036.85,20518.00,-283.00,-1.38,13320,15:12:40.000,25300.00,15196.95,2019-10-18 15:11:24,2019-10-18,15,11
GAIL,129.55,128.70,128.90,130.30,127.85,128.70,0.85,+0.66,208882,15:12:42.000,190.98,119.65,2019-10-18 15:11:24,2019-10-18,15,11
JSWSTE,222.90,223.35,223.90,225.05,220.65,223.35,-0.45,-0.20,366621,15:12:45.000,378.05,201.90,2019-10-18 15:11:24,2019-10-18,15,11
BHAINF,260.90,257.20,257.50,262.50,254.45,257.20,3.70,+1.44,33014,15:12:47.000,333.80,238.70,2019-10-18 15:11:24,2019-10-18,15,11
CIPLA,444.00,446.30,448.15,450.80,442.65,446.30,-2.30,-0.52,73288,15:12:49.000,646.25,389.55,2019-10-18 15:11:24,2019-10-18,15,11
TATMOT,136.60,138.15,140.00,141.80,135.55,138.15,-1.55,-1.12,3844798,15:12:52.000,239.30,106.00,2019-10-18 15:11:24,2019-10-18,15,11
ZEEENT,250.00,264.70,247.95,262.80,239.85,264.70,-14.70,-5.55,3149699,15:12:54.000,506.10,203.70,2019-10-18 15:11:24,2019-10-18,15,11
YESBAN,51.40,47.40,46.80,52.30,46.00,47.40,4.00,+8.44,27433095,15:12:54.000,285.90,29.05,2019-10-18 15:11:24,2019-10-18,15,11
BSESEN,39287.40,39052.06,39087.83,39361.06,38963.60,39052.06,235.34,+0.60,NA,15:12:56.826,NA,NA,2019-10-18 15:12:55,2019-10-18,15,12
HDFBAN,1228.65,1220.80,1222.30,1233.85,1220.75,1220.80,7.85,+0.64,184266,15:12:58.000,1285.00,942.20,2019-10-18 15:12:55,2019-10-18,15,12
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 15:12:55,2019-10-18,15,12
HDFC,2089.40,2088.20,2095.00,2095.00,2065.00,2088.20,1.20,+0.06,41659,15:13:00.000,2357.00,1646.00,2019-10-18 15:12:55,2019-10-18,15,12
INFTEC,768.00,769.10,766.65,773.60,760.10,769.10,-1.10,-0.14,260677,15:13:02.000,847.40,600.65,2019-10-18 15:12:55,2019-10-18,15,12
ICIBAN,437.90,440.55,438.40,443.55,435.35,440.55,-2.65,-0.60,480314,15:13:04.000,458.45,310.30,2019-10-18 15:12:55,2019-10-18,15,12
ITC,246.35,245.85,246.50,247.75,245.00,245.85,0.50,+0.20,365157,15:13:06.000,310.00,234.10,2019-10-18 15:12:55,2019-10-18,15,12
TCS,2058.00,2030.70,2038.00,2059.00,2025.10,2030.70,27.30,+1.34,76847,15:13:09.000,2296.00,1784.00,2019-10-18 15:12:55,2019-10-18,15,12
KOTMAH,1614.75,1603.95,1603.95,1616.00,1591.05,1603.95,10.80,+0.67,113203,15:13:11.000,1682.40,1099.00,2019-10-18 15:12:55,2019-10-18,15,12
LARTOU,1445.55,1424.25,1428.00,1456.50,1425.80,1424.25,21.30,+1.50,117295,15:13:13.000,1606.70,1183.40,2019-10-18 15:12:55,2019-10-18,15,12
HINLEV,2106.00,2103.60,2100.00,2115.85,2091.00,2103.60,2.40,+0.11,93357,15:13:16.000,2108.00,1522.00,2019-10-18 15:12:55,2019-10-18,15,12
AXIBAN,708.90,710.55,710.90,715.20,705.70,710.55,-1.65,-0.23,214049,15:13:16.000,826.55,534.15,2019-10-18 15:12:55,2019-10-18,15,12
STABAN,269.60,265.45,264.50,271.20,263.50,265.45,4.15,+1.56,1686941,15:13:18.000,373.70,244.35,2019-10-18 15:12:55,2019-10-18,15,12
BAJFI,4139.50,4105.20,4120.00,4200.00,4082.80,4105.20,34.30,+0.84,119514,15:13:18.000,4115.25,2000.80,2019-10-18 15:12:55,2019-10-18,15,12
MARUTI,7294.65,7123.10,7105.00,7300.00,7062.95,7123.10,171.55,+2.41,54757,15:13:21.000,7929.00,5447.00,2019-10-18 15:12:55,2019-10-18,15,12
INDBA,1343.85,1339.80,1338.00,1361.00,1317.50,1339.80,4.05,+0.30,183342,15:13:23.000,1835.00,1192.00,2019-10-18 15:12:55,2019-10-18,15,12
ASIPAI,1816.20,1812.95,1812.95,1823.85,1788.70,1812.95,3.25,+0.18,32862,15:13:23.000,1824.15,1119.60,2019-10-18 15:12:55,2019-10-18,15,12
BHAAIR,383.85,385.75,385.00,386.15,380.50,385.75,-1.90,-0.49,84746,15:13:25.000,396.55,264.41,2019-10-18 15:12:55,2019-10-18,15,12
HCLTEC,1094.60,1092.90,1103.00,1105.65,1088.25,1092.90,1.70,+0.16,20843,15:13:25.000,1190.00,920.15,2019-10-18 15:12:55,2019-10-18,15,12
TITIND,1299.05,1276.85,1287.70,1300.65,1274.40,1276.85,22.20,+1.74,32361,15:13:26.000,1345.55,766.65,2019-10-18 15:12:55,2019-10-18,15,12
MAHMAH,592.90,593.15,589.75,595.25,584.00,593.15,-0.25,-0.04,82668,15:13:28.000,814.00,502.85,2019-10-18 15:12:55,2019-10-18,15,12
BAFINS,8252.85,8295.65,8362.00,8440.00,8246.85,8295.65,-42.80,-0.52,40603,15:13:30.000,8668.65,4960.00,2019-10-18 15:12:55,2019-10-18,15,12
NTPC,121.00,118.60,119.80,121.50,118.50,118.60,2.40,+2.02,226374,15:13:32.000,145.85,106.71,2019-10-18 15:12:55,2019-10-18,15,12
NESIND,14850.00,14512.75,14510.00,14850.00,14392.35,14512.75,337.25,+2.32,2813,15:13:33.000,14606.60,9205.00,2019-10-18 15:12:55,2019-10-18,15,12
POWGRI,202.65,197.70,197.00,203.00,197.00,197.70,4.95,+2.50,111041,15:13:35.000,216.20,173.05,2019-10-18 15:12:55,2019-10-18,15,12
ULTCEM,4303.35,4257.40,4260.00,4363.80,4256.90,4257.40,45.95,+1.08,31725,15:13:38.000,4903.90,3263.70,2019-10-18 15:12:55,2019-10-18,15,12
TECMAH,734.60,726.25,724.85,737.40,723.05,726.25,8.35,+1.15,47912,15:13:40.000,846.00,607.90,2019-10-18 15:12:55,2019-10-18,15,12
SUNPHA,401.35,401.40,401.60,406.40,397.80,401.40,-0.05,-0.01,224163,15:13:41.000,616.50,350.40,2019-10-18 15:12:55,2019-10-18,15,12
ONGC,144.15,141.35,141.00,144.50,140.00,141.35,2.80,+1.98,283100,15:13:43.000,178.95,115.55,2019-10-18 15:12:55,2019-10-18,15,12
BAAUTO,3079.50,3110.30,3120.00,3123.45,3076.20,3110.30,-30.80,-0.99,13645,15:13:46.000,3145.55,2400.00,2019-10-18 15:12:55,2019-10-18,15,12
BHARAS,6055.00,6053.45,6078.50,6144.15,6050.35,6053.45,1.55,+0.03,80,15:13:48.000,6539.00,3352.10,2019-10-18 15:12:55,2019-10-18,15,12
INDOIL,145.55,146.45,147.65,148.10,145.20,146.45,-0.90,-0.61,448222,15:13:50.000,170.40,116.10,2019-10-18 15:12:55,2019-10-18,15,12
COALIN,206.00,199.35,199.00,206.40,197.90,199.35,6.65,+3.34,407095,15:13:50.000,288.30,177.80,2019-10-18 15:12:55,2019-10-18,15,12
WIPRO,249.00,248.05,248.10,250.65,248.10,248.05,0.95,+0.38,139772,15:13:51.000,301.55,220.50,2019-10-18 15:12:55,2019-10-18,15,12
HERHON,2646.85,2628.60,2629.00,2661.65,2609.00,2628.60,18.25,+0.69,22368,15:13:53.000,3382.70,2228.25,2019-10-18 15:12:55,2019-10-18,15,12
BRIIND,3251.95,3245.20,3244.00,3257.00,3224.50,3245.20,6.75,+0.21,9341,15:13:55.000,3443.90,2302.00,2019-10-18 15:12:55,2019-10-18,15,12
UNIP,599.95,592.40,591.70,603.60,589.00,592.40,7.55,+1.27,219477,15:13:58.000,709.25,390.53,2019-10-18 15:12:55,2019-10-18,15,12
DRREDD,2725.80,2726.65,2722.50,2744.25,2711.00,2726.65,-0.85,-0.03,3984,15:14:00.000,2965.20,2065.30,2019-10-18 15:12:55,2019-10-18,15,12
ADAPOR,421.20,408.95,410.00,423.75,408.45,408.95,12.25,+3.00,124468,15:14:05.000,430.00,293.95,2019-10-18 15:12:55,2019-10-18,15,12
GRASIM,745.75,724.75,724.75,746.30,718.00,724.75,21.00,+2.90,52137,15:14:07.000,958.55,635.60,2019-10-18 15:12:55,2019-10-18,15,12
VEDLIM,150.20,148.15,148.30,152.15,148.00,148.15,2.05,+1.38,787961,15:14:09.000,228.00,125.70,2019-10-18 15:12:55,2019-10-18,15,12
HINDAL,187.40,188.85,189.00,191.25,186.75,188.85,-1.45,-0.77,174223,15:14:11.000,246.00,171.25,2019-10-18 15:12:55,2019-10-18,15,12
TATSTE,360.15,355.65,355.65,362.60,351.80,355.65,4.50,+1.27,901387,15:14:13.000,610.00,320.30,2019-10-18 15:12:55,2019-10-18,15,12
EICMOT,20277.15,20518.00,20550.15,20668.60,20036.85,20518.00,-240.85,-1.17,13580,15:14:16.000,25300.00,15196.95,2019-10-18 15:12:55,2019-10-18,15,12
GAIL,129.70,128.70,128.90,130.30,127.85,128.70,1.00,+0.78,209059,15:14:17.000,190.98,119.65,2019-10-18 15:12:55,2019-10-18,15,12
JSWSTE,223.20,223.35,223.90,225.05,220.65,223.35,-0.15,-0.07,372616,15:14:19.000,378.05,201.90,2019-10-18 15:12:55,2019-10-18,15,12
BHAINF,261.15,257.20,257.50,262.50,254.45,257.20,3.95,+1.54,33021,15:14:19.000,333.80,238.70,2019-10-18 15:12:55,2019-10-18,15,12
CIPLA,444.30,446.30,448.15,450.80,442.65,446.30,-2.00,-0.45,74882,15:14:22.000,646.25,389.55,2019-10-18 15:12:55,2019-10-18,15,12
TATMOT,136.95,138.15,140.00,141.80,135.55,138.15,-1.20,-0.87,3859089,15:14:22.000,239.30,106.00,2019-10-18 15:12:55,2019-10-18,15,12
ZEEENT,250.10,264.70,247.95,262.80,239.85,264.70,-14.60,-5.52,3154295,15:14:24.000,506.10,203.70,2019-10-18 15:12:55,2019-10-18,15,12
YESBAN,51.35,47.40,46.80,52.30,46.00,47.40,3.95,+8.33,27527708,15:14:26.000,285.90,29.05,2019-10-18 15:12:55,2019-10-18,15,12
BSESEN,39302.78,39052.06,39087.83,39361.06,38963.60,39052.06,250.72,+0.64,NA,15:14:28.965,NA,NA,2019-10-18 15:14:27,2019-10-18,15,14
HDFBAN,1230.00,1220.80,1222.30,1233.85,1220.75,1220.80,9.20,+0.75,186705,15:14:30.000,1285.00,942.20,2019-10-18 15:14:27,2019-10-18,15,14
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 15:14:27,2019-10-18,15,14
HDFC,2092.65,2088.20,2095.00,2095.00,2065.00,2088.20,4.45,+0.21,43888,15:14:33.000,2357.00,1646.00,2019-10-18 15:14:27,2019-10-18,15,14
INFTEC,767.60,769.10,766.65,773.60,760.10,769.10,-1.50,-0.20,261345,15:14:35.000,847.40,600.65,2019-10-18 15:14:27,2019-10-18,15,14
ICIBAN,437.90,440.55,438.40,443.55,435.35,440.55,-2.65,-0.60,485643,15:14:38.000,458.45,310.30,2019-10-18 15:14:27,2019-10-18,15,14
ITC,246.50,245.85,246.50,247.75,245.00,245.85,0.65,+0.26,366131,15:14:40.000,310.00,234.10,2019-10-18 15:14:27,2019-10-18,15,14
TCS,2060.00,2030.70,2038.00,2060.00,2025.10,2030.70,29.30,+1.44,77532,15:14:42.000,2296.00,1784.00,2019-10-18 15:14:27,2019-10-18,15,14
KOTMAH,1613.90,1603.95,1603.95,1616.00,1591.05,1603.95,9.95,+0.62,113489,15:14:43.000,1682.40,1099.00,2019-10-18 15:14:27,2019-10-18,15,14
LARTOU,1445.65,1424.25,1428.00,1456.50,1425.80,1424.25,21.40,+1.50,117692,15:14:44.000,1606.70,1183.40,2019-10-18 15:14:27,2019-10-18,15,14
HINLEV,2105.60,2103.60,2100.00,2115.85,2091.00,2103.60,2.00,+0.10,95475,15:14:46.000,2108.00,1522.00,2019-10-18 15:14:27,2019-10-18,15,14
AXIBAN,709.85,710.55,710.90,715.20,705.70,710.55,-0.70,-0.10,215558,15:14:48.000,826.55,534.15,2019-10-18 15:14:27,2019-10-18,15,14
STABAN,269.65,265.45,264.50,271.20,263.50,265.45,4.20,+1.58,1689617,15:14:51.000,373.70,244.35,2019-10-18 15:14:27,2019-10-18,15,14
BAJFI,4141.15,4105.20,4120.00,4200.00,4082.80,4105.20,35.95,+0.88,119867,15:14:53.000,4115.25,2000.80,2019-10-18 15:14:27,2019-10-18,15,14
MARUTI,7295.15,7123.10,7105.00,7300.00,7062.95,7123.10,172.05,+2.42,55016,15:14:54.000,7929.00,5447.00,2019-10-18 15:14:27,2019-10-18,15,14
INDBA,1342.00,1339.80,1338.00,1361.00,1317.50,1339.80,2.20,+0.16,183907,15:14:56.000,1835.00,1192.00,2019-10-18 15:14:27,2019-10-18,15,14
ASIPAI,1817.00,1812.95,1812.95,1823.85,1788.70,1812.95,4.05,+0.22,33004,15:14:58.000,1824.15,1119.60,2019-10-18 15:14:27,2019-10-18,15,14
BHAAIR,383.80,385.75,385.00,386.15,380.50,385.75,-1.95,-0.51,85491,15:14:59.000,396.55,264.41,2019-10-18 15:14:27,2019-10-18,15,14
HCLTEC,1096.60,1092.90,1103.00,1105.65,1088.25,1092.90,3.70,+0.34,20984,15:15:02.000,1190.00,920.15,2019-10-18 15:14:27,2019-10-18,15,14
TITIND,1298.45,1276.85,1287.70,1300.65,1274.40,1276.85,21.60,+1.69,32668,15:15:02.000,1345.55,766.65,2019-10-18 15:14:27,2019-10-18,15,14
MAHMAH,593.10,593.15,589.75,595.25,584.00,593.15,-0.05,-0.01,82955,15:15:04.000,814.00,502.85,2019-10-18 15:14:27,2019-10-18,15,14
BAFINS,8260.25,8295.65,8362.00,8440.00,8246.85,8295.65,-35.40,-0.43,40724,15:15:07.000,8668.65,4960.00,2019-10-18 15:14:27,2019-10-18,15,14
NTPC,121.10,118.60,119.80,121.50,118.50,118.60,2.50,+2.11,230479,15:15:09.000,145.85,106.71,2019-10-18 15:14:27,2019-10-18,15,14
NESIND,14844.15,14512.75,14510.00,14851.75,14392.35,14512.75,331.40,+2.28,2862,15:15:11.000,14606.60,9205.00,2019-10-18 15:14:27,2019-10-18,15,14
POWGRI,202.65,197.70,197.00,203.00,197.00,197.70,4.95,+2.50,113146,15:15:12.000,216.20,173.05,2019-10-18 15:14:27,2019-10-18,15,14
ULTCEM,4309.10,4257.40,4260.00,4363.80,4256.90,4257.40,51.70,+1.21,31845,15:15:14.000,4903.90,3263.70,2019-10-18 15:14:27,2019-10-18,15,14
TECMAH,733.95,726.25,724.85,737.40,723.05,726.25,7.70,+1.06,49305,15:15:16.000,846.00,607.90,2019-10-18 15:14:27,2019-10-18,15,14
SUNPHA,401.50,401.40,401.60,406.40,397.80,401.40,0.10,+0.02,225005,15:15:18.000,616.50,350.40,2019-10-18 15:14:27,2019-10-18,15,14
ONGC,143.45,141.35,141.00,144.50,140.00,141.35,2.10,+1.49,300781,15:15:19.000,178.95,115.55,2019-10-18 15:14:27,2019-10-18,15,14
BAAUTO,3079.05,3110.30,3120.00,3123.45,3076.20,3110.30,-31.25,-1.00,13758,15:15:20.000,3145.55,2400.00,2019-10-18 15:14:27,2019-10-18,15,14
BHARAS,6092.90,6053.45,6078.50,6144.15,6050.35,6053.45,39.45,+0.65,81,15:15:23.000,6539.00,3352.10,2019-10-18 15:14:27,2019-10-18,15,14
INDOIL,145.45,146.45,147.65,148.10,145.20,146.45,-1.00,-0.68,451784,15:15:24.000,170.40,116.10,2019-10-18 15:14:27,2019-10-18,15,14
COALIN,206.05,199.35,199.00,206.40,197.90,199.35,6.70,+3.36,409605,15:15:26.000,288.30,177.80,2019-10-18 15:14:27,2019-10-18,15,14
WIPRO,248.80,248.05,248.10,250.65,248.10,248.05,0.75,+0.30,140949,15:15:27.000,301.55,220.50,2019-10-18 15:14:27,2019-10-18,15,14
HERHON,2646.00,2628.60,2629.00,2661.65,2609.00,2628.60,17.40,+0.66,22465,15:15:28.000,3382.70,2228.25,2019-10-18 15:14:27,2019-10-18,15,14
BRIIND,3253.55,3245.20,3244.00,3257.00,3224.50,3245.20,8.35,+0.26,9365,15:15:29.000,3443.90,2302.00,2019-10-18 15:14:27,2019-10-18,15,14
UNIP,599.15,592.40,591.70,603.60,589.00,592.40,6.75,+1.14,221163,15:15:32.000,709.25,390.53,2019-10-18 15:14:27,2019-10-18,15,14
DRREDD,2728.05,2726.65,2722.50,2744.25,2711.00,2726.65,1.40,+0.05,4082,15:15:33.000,2965.20,2065.30,2019-10-18 15:14:27,2019-10-18,15,14
ADAPOR,421.00,408.95,410.00,423.75,408.45,408.95,12.05,+2.95,124971,15:15:36.000,430.00,293.95,2019-10-18 15:14:27,2019-10-18,15,14
GRASIM,746.40,724.75,724.75,748.65,718.00,724.75,21.65,+2.99,56227,15:15:37.000,958.55,635.60,2019-10-18 15:14:27,2019-10-18,15,14
VEDLIM,150.30,148.15,148.30,152.15,148.00,148.15,2.15,+1.45,800265,15:15:40.000,228.00,125.70,2019-10-18 15:14:27,2019-10-18,15,14
HINDAL,187.60,188.85,189.00,191.25,186.75,188.85,-1.25,-0.66,176338,15:15:41.000,246.00,171.25,2019-10-18 15:14:27,2019-10-18,15,14
TATSTE,359.60,355.65,355.65,362.60,351.80,355.65,3.95,+1.11,905236,15:15:42.000,610.00,320.30,2019-10-18 15:14:27,2019-10-18,15,14
EICMOT,20318.20,20518.00,20550.15,20668.60,20036.85,20518.00,-199.80,-0.97,13709,15:15:43.000,25300.00,15196.95,2019-10-18 15:14:27,2019-10-18,15,14
GAIL,129.70,128.70,128.90,130.30,127.85,128.70,1.00,+0.78,209897,15:15:46.000,190.98,119.65,2019-10-18 15:14:27,2019-10-18,15,14
JSWSTE,223.00,223.35,223.90,225.05,220.65,223.35,-0.35,-0.16,389216,15:15:46.000,378.05,201.90,2019-10-18 15:14:27,2019-10-18,15,14
BHAINF,261.30,257.20,257.50,262.50,254.45,257.20,4.10,+1.59,33310,15:15:49.000,333.80,238.70,2019-10-18 15:14:27,2019-10-18,15,14
CIPLA,444.70,446.30,448.15,450.80,442.65,446.30,-1.60,-0.36,75903,15:15:51.000,646.25,389.55,2019-10-18 15:14:27,2019-10-18,15,14
TATMOT,136.75,138.15,140.00,141.80,135.55,138.15,-1.40,-1.01,3883366,15:15:52.000,239.30,106.00,2019-10-18 15:14:27,2019-10-18,15,14
ZEEENT,250.45,264.70,247.95,262.80,239.85,264.70,-14.25,-5.38,3204276,15:15:53.000,506.10,203.70,2019-10-18 15:14:27,2019-10-18,15,14
YESBAN,51.35,47.40,46.80,52.30,46.00,47.40,3.95,+8.33,27713100,15:15:55.000,285.90,29.05,2019-10-18 15:14:27,2019-10-18,15,14
BSESEN,39306.01,39052.06,39087.83,39361.06,38963.60,39052.06,253.95,+0.65,NA,15:15:56.100,NA,NA,2019-10-18 15:15:56,2019-10-18,15,15
HDFBAN,1231.45,1220.80,1222.30,1233.85,1220.75,1220.80,10.65,+0.87,192029,15:15:58.000,1285.00,942.20,2019-10-18 15:15:56,2019-10-18,15,15
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 15:15:56,2019-10-18,15,15
HDFC,2093.85,2088.20,2095.00,2095.00,2065.00,2088.20,5.65,+0.27,44729,15:16:02.000,2357.00,1646.00,2019-10-18 15:15:56,2019-10-18,15,15
INFTEC,767.75,769.10,766.65,773.60,760.10,769.10,-1.35,-0.18,262283,15:16:05.000,847.40,600.65,2019-10-18 15:15:56,2019-10-18,15,15
ICIBAN,438.00,440.55,438.40,443.55,435.35,440.55,-2.55,-0.58,488841,15:16:08.000,458.45,310.30,2019-10-18 15:15:56,2019-10-18,15,15
ITC,246.60,245.85,246.50,247.75,245.00,245.85,0.75,+0.31,368617,15:16:11.000,310.00,234.10,2019-10-18 15:15:56,2019-10-18,15,15
TCS,2058.75,2030.70,2038.00,2060.00,2025.10,2030.70,28.05,+1.38,78894,15:16:13.000,2296.00,1784.00,2019-10-18 15:15:56,2019-10-18,15,15
KOTMAH,1613.50,1603.95,1603.95,1616.00,1591.05,1603.95,9.55,+0.60,114134,15:16:15.000,1682.40,1099.00,2019-10-18 15:15:56,2019-10-18,15,15
LARTOU,1446.45,1424.25,1428.00,1456.50,1425.80,1424.25,22.20,+1.56,120127,15:16:15.000,1606.70,1183.40,2019-10-18 15:15:56,2019-10-18,15,15
HINLEV,2105.90,2103.60,2100.00,2115.85,2091.00,2103.60,2.30,+0.11,97361,15:16:17.000,2108.00,1522.00,2019-10-18 15:15:56,2019-10-18,15,15
AXIBAN,708.80,710.55,710.90,715.20,705.70,710.55,-1.75,-0.25,217503,15:16:19.000,826.55,534.15,2019-10-18 15:15:56,2019-10-18,15,15
STABAN,269.80,265.45,264.50,271.20,263.50,265.45,4.35,+1.64,1699794,15:16:21.000,373.70,244.35,2019-10-18 15:15:56,2019-10-18,15,15
BAJFI,4126.10,4105.20,4120.00,4200.00,4082.80,4105.20,20.90,+0.51,120994,15:16:24.000,4115.25,2000.80,2019-10-18 15:15:56,2019-10-18,15,15
MARUTI,7305.20,7123.10,7105.00,7306.00,7062.95,7123.10,182.10,+2.56,57097,15:16:24.000,7929.00,5447.00,2019-10-18 15:15:56,2019-10-18,15,15
INDBA,1340.00,1339.80,1338.00,1361.00,1317.50,1339.80,0.20,+0.01,186345,15:16:26.000,1835.00,1192.00,2019-10-18 15:15:56,2019-10-18,15,15
ASIPAI,1816.55,1812.95,1812.95,1823.85,1788.70,1812.95,3.60,+0.20,33326,15:16:27.000,1824.15,1119.60,2019-10-18 15:15:56,2019-10-18,15,15
BHAAIR,383.40,385.75,385.00,386.15,380.50,385.75,-2.35,-0.61,86197,15:16:28.000,396.55,264.41,2019-10-18 15:15:56,2019-10-18,15,15
HCLTEC,1097.20,1092.90,1103.00,1105.65,1088.25,1092.90,4.30,+0.39,21091,15:16:30.000,1190.00,920.15,2019-10-18 15:15:56,2019-10-18,15,15
TITIND,1299.35,1276.85,1287.70,1300.65,1274.40,1276.85,22.50,+1.76,33088,15:16:32.000,1345.55,766.65,2019-10-18 15:15:56,2019-10-18,15,15
MAHMAH,592.85,593.15,589.75,595.25,584.00,593.15,-0.30,-0.05,83941,15:16:35.000,814.00,502.85,2019-10-18 15:15:56,2019-10-18,15,15
BAFINS,8249.80,8295.65,8362.00,8440.00,8246.85,8295.65,-45.85,-0.55,40906,15:16:37.000,8668.65,4960.00,2019-10-18 15:15:56,2019-10-18,15,15
NTPC,121.35,118.60,119.80,121.50,118.50,118.60,2.75,+2.32,239154,15:16:38.000,145.85,106.71,2019-10-18 15:15:56,2019-10-18,15,15
NESIND,14844.00,14512.75,14510.00,14861.65,14392.35,14512.75,331.25,+2.28,2875,15:16:39.000,14606.60,9205.00,2019-10-18 15:15:56,2019-10-18,15,15
POWGRI,202.75,197.70,197.00,203.00,197.00,197.70,5.05,+2.55,116104,15:16:42.000,216.20,173.05,2019-10-18 15:15:56,2019-10-18,15,15
ULTCEM,4307.00,4257.40,4260.00,4363.80,4256.90,4257.40,49.60,+1.17,31942,15:16:46.000,4903.90,3263.70,2019-10-18 15:15:56,2019-10-18,15,15
TECMAH,734.20,726.25,724.85,737.40,723.05,726.25,7.95,+1.09,49792,15:16:47.000,846.00,607.90,2019-10-18 15:15:56,2019-10-18,15,15
SUNPHA,401.40,401.40,401.60,406.40,397.80,401.40,NA,NA,228211,15:16:49.000,616.50,350.40,2019-10-18 15:15:56,2019-10-18,15,15
ONGC,142.95,141.35,141.00,144.50,140.00,141.35,1.60,+1.13,313534,15:16:51.000,178.95,115.55,2019-10-18 15:15:56,2019-10-18,15,15
BAAUTO,3078.95,3110.30,3120.00,3123.45,3076.20,3110.30,-31.35,-1.01,13853,15:16:52.000,3145.55,2400.00,2019-10-18 15:15:56,2019-10-18,15,15
BHARAS,6092.90,6053.45,6078.50,6144.15,6050.35,6053.45,39.45,+0.65,81,15:16:53.000,6539.00,3352.10,2019-10-18 15:15:56,2019-10-18,15,15
INDOIL,145.50,146.45,147.65,148.10,145.20,146.45,-0.95,-0.65,456722,15:16:54.000,170.40,116.10,2019-10-18 15:15:56,2019-10-18,15,15
COALIN,205.90,199.35,199.00,206.40,197.90,199.35,6.55,+3.29,419073,15:16:55.000,288.30,177.80,2019-10-18 15:15:56,2019-10-18,15,15
WIPRO,249.00,248.05,248.10,250.65,248.10,248.05,0.95,+0.38,142351,15:16:56.000,301.55,220.50,2019-10-18 15:15:56,2019-10-18,15,15
HERHON,2647.90,2628.60,2629.00,2661.65,2609.00,2628.60,19.30,+0.73,22925,15:16:57.000,3382.70,2228.25,2019-10-18 15:15:56,2019-10-18,15,15
BRIIND,3250.90,3245.20,3244.00,3257.00,3224.50,3245.20,5.70,+0.18,9636,15:16:59.000,3443.90,2302.00,2019-10-18 15:15:56,2019-10-18,15,15
UNIP,598.80,592.40,591.70,603.60,589.00,592.40,6.40,+1.08,222122,15:17:00.000,709.25,390.53,2019-10-18 15:15:56,2019-10-18,15,15
DRREDD,2724.15,2726.65,2722.50,2744.25,2711.00,2726.65,-2.50,-0.09,4086,15:17:01.000,2965.20,2065.30,2019-10-18 15:15:56,2019-10-18,15,15
ADAPOR,421.30,408.95,410.00,423.75,408.45,408.95,12.35,+3.02,126163,15:17:03.000,430.00,293.95,2019-10-18 15:15:56,2019-10-18,15,15
GRASIM,748.15,724.75,724.75,748.75,718.00,724.75,23.40,+3.23,56664,15:17:05.000,958.55,635.60,2019-10-18 15:15:56,2019-10-18,15,15
VEDLIM,150.20,148.15,148.30,152.15,148.00,148.15,2.05,+1.38,841153,15:17:05.000,228.00,125.70,2019-10-18 15:15:56,2019-10-18,15,15
HINDAL,187.55,188.85,189.00,191.25,186.75,188.85,-1.30,-0.69,177083,15:17:07.000,246.00,171.25,2019-10-18 15:15:56,2019-10-18,15,15
TATSTE,359.45,355.65,355.65,362.60,351.80,355.65,3.80,+1.07,909802,15:17:09.000,610.00,320.30,2019-10-18 15:15:56,2019-10-18,15,15
EICMOT,20241.15,20518.00,20550.15,20668.60,20036.85,20518.00,-276.85,-1.35,13873,15:17:11.000,25300.00,15196.95,2019-10-18 15:15:56,2019-10-18,15,15
GAIL,129.75,128.70,128.90,130.30,127.85,128.70,1.05,+0.82,212195,15:17:11.000,190.98,119.65,2019-10-18 15:15:56,2019-10-18,15,15
JSWSTE,223.05,223.35,223.90,225.05,220.65,223.35,-0.30,-0.13,393122,15:17:13.000,378.05,201.90,2019-10-18 15:15:56,2019-10-18,15,15
BHAINF,261.30,257.20,257.50,262.50,254.45,257.20,4.10,+1.59,33776,15:17:14.000,333.80,238.70,2019-10-18 15:15:56,2019-10-18,15,15
